task,arm,run,loss_source,loss_tokens,frac,train_loss,test_loss,on_target,off_target
fr2de,ixg:mc,fr2de_qwen25_14b_lr1e-4_ixg_mc,runs/fr2de_qwen25_14b_lr1e-4_ixg_mc/sft_loss_eval/evals.json,53268,0.1,0.8449587199852523,0.943417087299129,1.0,1.0
fr2de,ixg:mc,fr2de_qwen25_14b_lr1e-4_ixg_mc,runs/fr2de_qwen25_14b_lr1e-4_ixg_mc/sft_loss_eval/evals.json,53268,0.2,0.8135102552551773,0.9387451043543966,1.0,0.984375
fr2de,ixg:mc,fr2de_qwen25_14b_lr1e-4_ixg_mc,runs/fr2de_qwen25_14b_lr1e-4_ixg_mc/sft_loss_eval/evals.json,53268,0.5,0.7661812043028062,0.9323181395256064,1.0,0.96875
fr2de,ixg:mc,fr2de_qwen25_14b_lr1e-4_ixg_mc,runs/fr2de_qwen25_14b_lr1e-4_ixg_mc/sft_loss_eval/evals.json,53268,1.0,0.7429033848378788,0.915497020960051,1.0,0.859375
fr2de,random,fr2de_qwen25_14b_posthoc_random,runs/fr2de_qwen25_14b_posthoc_random/evals.json,3918,0.0,1.3223621166950597,1.3801298195029352,0.0,0.0
fr2de,random,fr2de_qwen25_14b_posthoc_random,runs/fr2de_qwen25_14b_posthoc_random/evals.json,3918,0.001,1.313078356009674,1.3696299032510209,0.0,0.0
fr2de,random,fr2de_qwen25_14b_posthoc_random,runs/fr2de_qwen25_14b_posthoc_random/evals.json,3918,0.002,1.3009408415596861,1.360381098655245,0.0,0.0
fr2de,random,fr2de_qwen25_14b_posthoc_random,runs/fr2de_qwen25_14b_posthoc_random/evals.json,3918,0.005,1.267049559655634,1.3281795858058958,0.0,0.0
fr2de,random,fr2de_qwen25_14b_posthoc_random,runs/fr2de_qwen25_14b_posthoc_random/evals.json,3918,0.01,1.2196089186845949,1.2767563917735452,0.0,0.0
fr2de,random,fr2de_qwen25_14b_posthoc_random,runs/fr2de_qwen25_14b_posthoc_random/evals.json,3918,0.02,1.1541410860686907,1.210346278394589,0.0,0.0
fr2de,random,fr2de_qwen25_14b_posthoc_random,runs/fr2de_qwen25_14b_posthoc_random/evals.json,3918,0.05,1.0777334481093332,1.1344333744097754,0.0,0.0
fr2de,random,fr2de_qwen25_14b_posthoc_random,runs/fr2de_qwen25_14b_posthoc_random/evals.json,3918,0.1,1.0275802259521782,1.0926972915470266,0.0,0.0
fr2de,random,fr2de_qwen25_14b_posthoc_random,runs/fr2de_qwen25_14b_posthoc_random/evals.json,3918,0.2,0.9556767418889937,1.0317042585901608,0.59375,0.015625
fr2de,random,fr2de_qwen25_14b_posthoc_random,runs/fr2de_qwen25_14b_posthoc_random/evals.json,3918,0.5,0.8436710360451144,0.9685292888989918,1.0,0.03125
fr2de,random,fr2de_qwen25_14b_posthoc_random,runs/fr2de_qwen25_14b_posthoc_random/evals.json,3918,1.0,0.756432205315314,0.9427310151065594,1.0,0.859375
